8.269660, 3903.619789
4.694960, 109.394389
4.462904, 86.739037
4.524027, 92.206147
4.369285, 78.987168
4.174637, 65.016213
3.979157, 53.471939
4.222482, 68.202584
4.156021, 63.817101
3.921479, 50.475032
3.859072, 47.421306
4.097761, 60.205345
3.914997, 50.148908
3.697593, 40.350079
3.671401, 39.306940
3.611137, 37.008123
3.521070, 33.820583
3.488974, 32.752327
3.402930, 30.052013
3.330669, 27.957039
3.291301, 26.877804
3.342738, 28.296503
3.214103, 24.880957
3.169935, 23.805929
3.144050, 23.197617
3.098577, 22.166376
3.143447, 23.183653
3.048124, 21.075766
3.030956, 20.717033
3.004415, 20.174418
3.412777, 30.349409
3.016129, 20.412133
2.974593, 19.581655
3.045773, 21.026281
2.925364, 18.641009
2.912539, 18.403464
3.203519, 24.619002
2.880700, 17.826739
2.848916, 17.269047
2.812155, 16.645748
2.809910, 16.608430
2.784015, 16.183870
2.773680, 16.017463
2.734864, 15.407649
2.740568, 15.495785
2.700691, 14.890017
2.686802, 14.684633
2.660436, 14.302517
2.637587, 13.979426
2.663089, 14.340524
2.607885, 13.570322
2.612754, 13.636555
3.056750, 21.258350
2.687267, 14.691468
3.040634, 20.918493
2.620622, 13.744270
2.548841, 12.792266
2.524713, 12.487309
2.554910, 12.870145
2.926347, 18.659344
2.502956, 12.218559
2.450505, 11.594202
2.443389, 11.511991
2.413502, 11.173018
2.410571, 11.140324
2.364228, 10.635826
3.109037, 22.399452
2.395709, 10.975974
2.354972, 10.537832
2.337097, 10.351149
2.327051, 10.247678
2.294038, 9.914891
2.279241, 9.769264
2.279210, 9.768964
2.272938, 9.707879
2.238552, 9.379743
2.240694, 9.399851
2.211222, 9.126867
2.218810, 9.196382
2.186937, 8.907886
2.193680, 8.968156
2.796933, 16.394295
2.199116, 9.017042
2.176193, 8.812693
2.137703, 8.479934
2.156567, 8.641422
2.130702, 8.420775
2.115983, 8.297740
2.105277, 8.209376
2.101810, 8.180967
